,Order,Family,Genus,species,tree.name,female2n,male2n,B.chromosomes,sex.chromosome.system,notes..comments,hapauto,codedSCS,Source,Study
1204,Rodentia,Cricetidae,Reithrodontomys,megalotis,Reithrodontomys_megalotis,42,42,,XY,,20,unfused,Blackmon,
1214,Rodentia,Cricetidae,Tylomys,nudicaudus,Tylomys_nudicaudus,42,42,,XY,,20,unfused,Blackmon,
1240,Rodentia,Dipodidae,Sicista,napaea,Sicista_napaea,42,42,,XY,,20,unfused,Animal Karyotype Book,Graphodatsky (Unpublished)
1251,Rodentia,Echimyidae,Myocastor,coypus,Myocastor_coypus,42,42,,XY,,20,unfused,Blackmon,Biltueva and Graphodatsky (Unpublished)
1262,Rodentia,Erethizontidae,Erethizon,dorsatum,Erethizon_dorsatum,42,42,,XY,,20,unfused,Blackmon,
1264,Rodentia,Erethizontidae,Sphiggurus,villosus,Sphiggurus_villosus,42,42,,XY,,20,unfused,Animal Karyotype Book 2020,Bonvicino et al. 2000
1297,Rodentia,Heteromyidae,Perognathus,goldmani,Perognathus_goldmani,42,42,,XY,,20,unfused,Blackmon,
1318,Rodentia,Muridae,Bandicota,bengalensis,Bandicota_bengalensis,42,42,,XY,,20,unfused,Blackmon,
1319,Rodentia,Muridae,Bandicota,indica,Bandicota_indica,42,42,,XY,,20,unfused,Blackmon,
1356,Rodentia,Muridae,Meriones,persicus,Meriones_persicus,42,42,,XY,,20,unfused,Animal Karyotype Book 2020,Darvish and Volobouev (Unpublished)
1372,Rodentia,Muridae,Nesokia,indica,Nesokia_indica,42,42,,XY,,20,unfused,Blackmon,Sablina et al. (Unpublished)
1381,Rodentia,Muridae,Rattus,agentiventer,Rattus_agentiventer,42,42,,XY,,20,unfused,Blackmon,
1382,Rodentia,Muridae,Rattus,exulans,Rattus_exulans,42,42,,XY,,20,unfused,Blackmon,
1384,Rodentia,Muridae,Rattus,mindanensis,Rattus_mindanensis,42,42,,XY,,20,unfused,Blackmon,
1385,Rodentia,Muridae,Rattus,nitidus,Rattus_nitidus,42,42,,XY,,20,unfused,Blackmon,
1379,Rodentia,Muridae,Rattus,norvegicus,Rattus_norvegicus,42,42,,XY,,20,unfused,Blackmon,Nilson et al. 2001
1386,Rodentia,Muridae,Rattus,tanezumi,Rattus_tanezumi,42,42,,XY,,20,unfused,Animal Karyotype Book 2020,Aniskin and Volobouev (Unpublished)
1300,Rodentia,Diatomyidae,Laonastes,aenigmamus,Laonastes_aenigmamus,NA,38-42,,XY,chrom rearrangements,20,unfused,Atlas of Mammalian Chromosomes,Richard et al. 2016
6,Afrosoricida,Tenrecidae,Echinops,telfairi,Echinops_telfairi,40,40,,XY,,19,unfused,Animal Karyotype Book,Benirschke 1969
41,Artiodactyla,Bovidae,Alcephalus,buselaphus jacksoni,Alcephalus_buselaphus jacksoni,40,40,,XY,,19,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
42,Artiodactyla,Bovidae,Alcephalus,busephalus,Alcephalus_busephalus,40,40,,XY,,19,unfused,Blackmon,
317,Carnivora,Hyaenidae,Crocuta,crocuta,Crocuta_crocuta,40,40,,XY,,19,unfused,Blackmon,Perelman et al. 2005
318,Carnivora,Hyaenidae,Hyaena,brunnea,Hyaena_brunnea,40,40,,XY,,19,unfused,Blackmon,
319,Carnivora,Hyaenidae,Parahyaena,brunnea,Parahyaena_brunnea,40,40,,XY,,19,unfused,Animal Karyotype Book,Perelman and Graphodatsky (Unpublished)
320,Carnivora,Hyaenidae,Proteles,cristatus,Proteles_cristatus,40,40,,XY,,19,unfused,Blackmon,
334,Carnivora,Mustelidae,Martes,flavigula,Martes_flavigula,40,40,,XY,,19,unfused,Animal Karyotype Book,Nie et al. 2002
340,Carnivora,Mustelidae,Mellivora,capensis,Mellivora_capensis,40,40,,XY,,19,unfused,Animal Karyotype Book,Wurster-Hill and Centerwall 1982
350,Carnivora,Mustelidae,Mustela,putorius furo,Mustela_putorius furo,40,40,,XY,,19,unfused,Blackmon,Cavagna et al. 2000
351,Carnivora,Mustelidae,Mustela,putorius putorius,Mustela_putorius putorius,40,40,,XY,,19,unfused,Animal Karyotype Book,Graphodatsky et al. 2002
399,Carnivora,Viverridae,Arctogalidia,trivirgata stigmatica,Arctogalidia_trivirgata stigmatica,40,40,,XY,,19,unfused,Blackmon,
431,Chiroptera,Molossidae,Eumops,glaucinus,Eumops_glaucinus,40,40,,XY,,19,unfused,Animal Karyotype Book,Morielle-Versute et al. 1996
493,Chiroptera,Phyllostomidae,Macrotus,californicus,Macrotus_californicus,40,40,,XY,,19,unfused,Animal Karyotype Book 2020,Sotero-Caio et al. 2013
497,Chiroptera,Phyllostomidae,Micronycteris,megalotis,Micronycteris_megalotis,40,40,,XY,,19,unfused,Animal Karyotype Book,Baker et al. 1979
545,Chiroptera,Pteropodidae,Pteropus,lylei,Pteropus_lylei,40,40,,XY,,19,unfused,Animal Karyotype Book,Hood et al. 1988
594,Chiroptera,Vespertilionidae,Phoniscus,atrox,Phoniscus_atrox,40,40,,XY,,19,unfused,Animal Karyotype Book 2020,Volleth 2006
702,Eulipotyphla,Erinaceidae,Podogymnura,truei,Podogymnura_truei,40,40,,XY,,19,unfused,Animal Karyotype Book,Rickart 2003
711,Eulipotyphla,Soricidae,Crocidura,dsinezumi,Crocidura_dsinezumi,40,40,,XY,,19,unfused,Animal Karyotype Book,Biltueva et al. 1999
714,Eulipotyphla,Soricidae,Crocidura,sibirica,Crocidura_sibirica,40,40,,XY,,19,unfused,Animal Karyotype Book,Graphodatsky et al. 1987
715,Eulipotyphla,Soricidae,Crocidura,suaveolens,Crocidura_suaveolens,40,40,,XY,,19,unfused,Animal Karyotype Book,Graphodatsky et al. 1987
724,Eulipotyphla,Soricidae,Suncus,murinus,Suncus_murinus,40,40,,XY,,19,unfused,Animal Karyotype Book,Perelman et al. (Unpublished)
709,Eulipotyphla,Soricidae,Blarina,carolinensis,Blarina_carolinensis,37,37,,XY,,19,unfused,Atlas of Mammalian Chromosomes,George et al. 1982
775,Lagomorpha,Ochotonidae,Ochotona,hyperborea,Ochotona_hyperborea,40,40,,XY,,19,unfused,Animal Karyotype Book,Perelman and Graphodatsky (Unpublished)
778,Lagomorpha,Ochotonidae,Ochotona,hyperborea,Ochotona_hyperborea,40,40,,XY,,19,unfused,Blackmon,Perelman and Graphodatsky (Unpublished)
817,Pholidota,Manidae,Manis,pentadactyla,Manis_pentadactyla,40,40,,XY,,19,unfused,Animal Karyotype Book 2020,Nie et al. 2009
918,Primates,Galagidae,Galago,alleni,Galago_alleni,40,40,,XY,,19,unfused,Blackmon,
981,Rodentia,Bathyergidae,Fukomys,mechowi,Fukomys_mechowi,40,40,,XY,,19,unfused,Animal Karyotype Book,Macholan et al. 1993
987,Rodentia,Capromyidae,Capromys,pilorodes,Capromys_pilorodes,40,40,,XY,,19,unfused,Blackmon,Perelman et al. (Unpublished)
989,Rodentia,Castoridae,Castor,canadiensis,Castor_canadiensis,40,40,,XY,,19,unfused,Blackmon,Ward et al. 1991
1000,Rodentia,Cricetidae,Akodon,aerosus,Akodon_aerosus,40,40,,XY,,19,unfused,Blackmon,
1061,Rodentia,Cricetidae,Deltamys,sp,Deltamys_sp,40,40,,XY,XY,19,unfused,Blackmon,
1101,Rodentia,Cricetidae,Microtus,evoronensis,Microtus_evoronensis,40,40,,XY,,19,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1216,Rodentia,Ctenodactylidae,Ctenodactylus,gundi,Ctenodactylus_gundi,40,40,,XY,,19,unfused,Animal Karyotype Book,George 1979
1217,Rodentia,Ctenodactylidae,Ctenodactylus,vali,Ctenodactylus_vali,40,40,,XY,,19,unfused,Animal Karyotype Book,George 1979
1219,Rodentia,Ctenodactylidae,Pectinator,spekei,Pectinator_spekei,40,40,,XY,,19,unfused,Animal Karyotype Book,George 1979
1335,Rodentia,Muridae,Gerbillurus,leucogaster,Gerbillurus_leucogaster,40,40,,XY,,19,unfused,Animal Karyotype Book 2020,Volobouev et al. 2007
1327,Rodentia,Muridae,Gerbillus,occiduus,Gerbillus_occiduus,40,40,,XY,,19,unfused,Animal Karyotype Book 2020,Aniskin et al. 2006
1328,Rodentia,Muridae,Gerbillus,perpallidus,Gerbillus_perpallidus,40,40,,XY,,19,unfused,Animal Karyotype Book 2020,Aniskin et al. 2006
1330,Rodentia,Muridae,Gerbillus,tarabuli,Gerbillus_tarabuli,40,40,,XY,,19,unfused,Animal Karyotype Book 2020,Aniskin et al. 2006
1354,Rodentia,Muridae,Meriones,hurrianae,Meriones_hurrianae,40,40,,XY,,19,unfused,Blackmon,
1364,Rodentia,Muridae,Mus,macedonicus,Mus_macedonicus,40,40,,XY,,19,unfused,Animal Karyotype Book,Ivanitskaya et al. 1996
1362,Rodentia,Muridae,Mus,musculus,Mus_musculus,40,40,,XY,,19,unfused,Blackmon,Adler 1994
1388,Rodentia,Muridae,Rhombomys,opimus,Rhombomys_opimus,40,40,,XY,,19,unfused,Animal Karyotype Book 2020,Romanenko (Unpublished)
1394,Rodentia,Muridae,Tatera,nigricauda,Tatera_nigricauda,40,40,,XY,,19,unfused,Animal Karyotype Book,Qumsiyeh 1986
1428,Rodentia,Sciuridae,Citellus,citellus,Citellus_citellus,40,40,,XY,,19,unfused,Blackmon,
1459,Rodentia,Sciuridae,Sciurus,carolinensis,Sciurus_carolinensis,40,40,,XY,,19,unfused,Animal Karyotype Book 2020,Stanyon et al. 2003b
1442,Rodentia,Sciuridae,Sciurus,niger rufiventer,Sciurus_niger rufiventer,40,40,,XY,,19,unfused,Blackmon,
1443,Rodentia,Sciuridae,Sciurus,vulgaris,Sciurus_vulgaris,40,40,,XY,,19,unfused,Blackmon,Beklemisheva et al. 2011
19,Afrosoricida,Tenrecidae,Hemicentetes,nigriceps,Hemicentetes_nigriceps,38,38,,XY,,18,unfused,Animal Karyotype Book 2020,Benirschke 1969
20,Afrosoricida,Tenrecidae,Microgale,cowani,Microgale_cowani,38,38,,XY,,18,unfused,Animal Karyotype Book 2020,Gilbert et al. 2007
8,Afrosoricida,Tenrecidae,Tenrec,eucadatus,Tenrec_eucadatus,38,38,,XY,,18,unfused,Blackmon,
75,Artiodactyla,Bovidae,Damaliscus,dorcas phillipsi,Damaliscus_dorcas phillipsi,38,38,,XY,,18,unfused,Blackmon,
78,Artiodactyla,Bovidae,Damaliscus,pygargus phillipsi,Damaliscus_pygargus phillipsi,38,38,,XY,,18,unfused,Animal Karyotype Book,Kumamoto et al. 1996
143,Artiodactyla,Bovidae,Tetracerus,quadricornis,Tetracerus_quadricornis,38,38,,XY,,18,unfused,Blackmon,Popiquet et al. 2010
146,Artiodactyla,Bovidae,Tragelaphus,imberbis,Tragelaphus_imberbis,38,38,,XY,,18,unfused,Animal Karyotype Book,Rubes et al. 2008
236,Artiodactyla,Suidae,Babyrousa,babyrussa,Babyrousa_babyrussa,38,38,,XY,,18,unfused,Animal Karyotype Book 2020,Bosma et al. 1996
226,Artiodactyla,Suidae,Babyrousa,babyrussa celebensis,Babyrousa_babyrussa celebensis,38,38,,XY,,18,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
230,Artiodactyla,Suidae,Sus,barbatus,Sus_barbatus,38,38,,XY,,18,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
233,Artiodactyla,Suidae,Sus,scrofa domestica,Sus_scrofa domestica,38,38,,XY,,18,unfused,Animal Karyotype Book,Biltueva et al. 2004
254,Carnivora,Canidae,Lycaon,pictus,Lycaon_pictus,38,38,,XY,,18,unfused,Blackmon,
257,Carnivora,Canidae,Nyctereutes,procyonoides viverrinus,Nyctereutes_procyonoides viverrinus,38,38,yes (3),XY,,18,unfused,Animal Karyotype Book,Nash et al. 2001
270,Carnivora,Felidae,Acinonyx,jubatus,Acinonyx_jubatus,38,38,,XY,,18,unfused,Blackmon,Nash (Unpublished)
271,Carnivora,Felidae,Caracal,caracal,Caracal_caracal,38,38,,XY,,18,unfused,Animal Karyotype Book,Wurster-Hill and Gray 1973
272,Carnivora,Felidae,Felis,bengalensis,Felis_bengalensis,38,38,,XY,,18,unfused,Blackmon,
273,Carnivora,Felidae,Felis,catus,Felis_catus,38,38,,XY,,18,unfused,Blackmon,Cho et al. 1997
274,Carnivora,Felidae,Felis,chaus,Felis_chaus,38,38,,XY,,18,unfused,Animal Karyotype Book,Wurster-Hill and Gray 1973
275,Carnivora,Felidae,Felis,concolor,Felis_concolor,38,38,,XY,,18,unfused,Blackmon,
287,Carnivora,Felidae,Felis,lynx,Felis_lynx,38,38,,XY,,18,unfused,Blackmon,
277,Carnivora,Felidae,Felis,manul,Felis_manul,38,38,,XY,,18,unfused,Blackmon,
278,Carnivora,Felidae,Felis,margarita,Felis_margarita,38,38,,XY,,18,unfused,Animal Karyotype Book,Wurster-Hill and Gray 1975
279,Carnivora,Felidae,Felis,marmorata,Felis_marmorata,38,38,,XY,,18,unfused,Blackmon,
280,Carnivora,Felidae,Felis,nigripes,Felis_nigripes,38,38,,XY,,18,unfused,Blackmon,Nash (Unpublished)
282,Carnivora,Felidae,Felis,serval,Felis_serval,38,38,,XY,,18,unfused,Blackmon,
283,Carnivora,Felidae,Felis,silvestris,Felis_silvestris,38,38,,XY,,18,unfused,Blackmon,
284,Carnivora,Felidae,Felis,viverrina,Felis_viverrina,38,38,,XY,,18,unfused,Blackmon,
286,Carnivora,Felidae,Felis,yagouaroundi,Felis_yagouaroundi,38,38,,XY,,18,unfused,Blackmon,
288,Carnivora,Felidae,Herpailurus,yagouaroundi,Herpailurus_yagouaroundi,38,38,,XY,,18,unfused,Animal Karyotype Book,Wurster-Hill and Gray 1973
291,Carnivora,Felidae,Leopardus,tigrinus,Leopardus_tigrinus,38,38,,XY,,18,unfused,Animal Karyotype Book,Wurster-Hill and Centerwall 1982
294,Carnivora,Felidae,Leptailurus,serval,Leptailurus_serval,38,38,,XY,,18,unfused,Animal Karyotype Book,Wurster-Hill and Centerwall 1982
295,Carnivora,Felidae,Lynchailurus,colocolo,Lynchailurus_colocolo,38,38,,XY,,18,unfused,Animal Karyotype Book,Wurster-Hill and Gray 1973
296,Carnivora,Felidae,Lynx,lynx,Lynx_lynx,38,38,,XY,,18,unfused,Animal Karyotype Book,Nie et al. 2012
297,Carnivora,Felidae,Lynx,rufus,Lynx_rufus,38,38,,XY,,18,unfused,Blackmon,
298,Carnivora,Felidae,Neofelis,nebulosa,Neofelis_nebulosa,38,38,,XY,,18,unfused,Animal Karyotype Book,Tian et al. 2004
299,Carnivora,Felidae,Neofelis,nebulosa diardi,Neofelis_nebulosa diardi,38,38,,XY,,18,unfused,Animal Karyotype Book,Nash (Unpublished)
300,Carnivora,Felidae,Octocolobus,manul,Octocolobus_manul,38,38,,XY,,18,unfused,Animal Karyotype Book,Wurster-Hill and Gray 1975
301,Carnivora,Felidae,Panthera,leo,Panthera_leo,38,38,,XY,,18,unfused,Animal Karyotype Book,Tian et al. 2004
302,Carnivora,Felidae,Panthera,pardus,Panthera_pardus,38,38,,XY,,18,unfused,Blackmon,
303,Carnivora,Felidae,Panthera,tigris,Panthera_tigris,38,38,,XY,,18,unfused,Blackmon,
304,Carnivora,Felidae,Panthera,tigris altaica,Panthera_tigris altaica,38,38,,XY,,18,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
305,Carnivora,Felidae,Prionailurus,bengalensis,Prionailurus_bengalensis,38,38,,XY,,18,unfused,Animal Karyotype Book,Wurster-Hill and Gray 1973
307,Carnivora,Felidae,Prionailurus,bengalensis euptilurus,Prionailurus_bengalensis euptilurus,38,38,,XY,,18,unfused,Animal Karyotype Book 2020,Proskuryakova et al. (Unpublished)
306,Carnivora,Felidae,Prionailurus,viverrinus,Prionailurus_viverrinus,38,38,,XY,,18,unfused,Animal Karyotype Book,Wurster-Hill and Gray 1973
308,Carnivora,Felidae,Profelis,temmincki,Profelis_temmincki,38,38,,XY,,18,unfused,Animal Karyotype Book,Wurster-Hill and Gray 1973
309,Carnivora,Felidae,Puma,concolor,Puma_concolor,38,38,,XY,,18,unfused,Animal Karyotype Book,Wurster-Hill and Gray 1973
310,Carnivora,Felidae,Uncia,uncia,Uncia_uncia,38,38,,XY,,18,unfused,Blackmon,
325,Carnivora,Mustelidae,Amblonyx,cinerea,Amblonyx_cinerea,38,38,,XY,,18,unfused,Blackmon,
326,Carnivora,Mustelidae,Eira,barbara,Eira_barbara,38,38,,XY,,18,unfused,Blackmon,Wurster-Hill and Centerwall 1982
327,Carnivora,Mustelidae,Enhydra,lutris,Enhydra_lutris,38,38,,XY,,18,unfused,Blackmon,
328,Carnivora,Mustelidae,Galictis,vittata,Galictis_vittata,38,38,,XY,,18,unfused,Animal Karyotype Book,Wurster-Hill and Centerwall 1982
330,Carnivora,Mustelidae,Ictonyx,striatus,Ictonyx_striatus,38,38,,XY,,18,unfused,Animal Karyotype Book,Graphodatsky et al. 2002
332,Carnivora,Mustelidae,Lutra,lutra,Lutra_lutra,38,38,,XY,,18,unfused,Animal Karyotype Book 2020,Graphodatsky (Unpublished)
333,Carnivora,Mustelidae,Martes,americana,Martes_americana,38,38,,XY,,18,unfused,Blackmon,
335,Carnivora,Mustelidae,Martes,foina,Martes_foina,38,38,,XY,,18,unfused,Animal Karyotype Book,Nie et al. 2002
336,Carnivora,Mustelidae,Martes,martes,Martes_martes,38,38,,XY,,18,unfused,Animal Karyotype Book,Graphodatsky (Unpublished)
337,Carnivora,Mustelidae,Martes,melampus,Martes_melampus,38,38,,XY,,18,unfused,Animal Karyotype Book,Graphodatsky et al. 2002
338,Carnivora,Mustelidae,Martes,zibellina,Martes_zibellina,38,38,,XY,,18,unfused,Animal Karyotype Book,Graphodatsky (Unpublished)
341,Carnivora,Mustelidae,Melogale,moschata,Melogale_moschata,38,38,,XY,,18,unfused,Blackmon,Nie et al. 2002
342,Carnivora,Mustelidae,Melogale,sp.,Melogale_sp.,38,38,,XY,,18,unfused,Animal Karyotype Book,Wurster-Hill and Centerwall 1982
349,Carnivora,Mustelidae,Mustela,eversmanni,Mustela_eversmanni,38,38,,XY,,18,unfused,Animal Karyotype Book,Graphodatsky et al. 2002
354,Carnivora,Mustelidae,Mustela,itatsi,Mustela_itatsi,38,38,,XY,,18,unfused,Animal Karyotype Book 2020,Graphodatsky (Unpublished)
346,Carnivora,Mustelidae,Mustela,lutreola,Mustela_lutreola,38,38,,XY,,18,unfused,Animal Karyotype Book,Graphodatsky et al. 2002
355,Carnivora,Mustelidae,Mustela,nigripes,Mustela_nigripes,38,38,,XY,,18,unfused,Animal Karyotype Book 2020,Houck (Unpublished)
352,Carnivora,Mustelidae,Mustela,sibirica,Mustela_sibirica,38,38,,XY,,18,unfused,Animal Karyotype Book,Graphodatsky (Unpublished)
353,Carnivora,Mustelidae,Mustela,sibirica itatsi,Mustela_sibirica itatsi,38,38,,XY,,18,unfused,Animal Karyotype Book,Graphodatsky (Unpublished)
360,Carnivora,Mustelidae,Vormela,peregusna,Vormela_peregusna,38,38,,XY,,18,unfused,Animal Karyotype Book,Graphodatsky (Unpublished)
361,Carnivora,Nandiniidae,Nandinia,binotata,Nandinia_binotata,38,38,,XY,,18,unfused,Animal Karyotype Book,Wurster-Hill and Gray 1975
383,Carnivora,Procyonidae,Bassariscus,astutus,Bassariscus_astutus,38,38,,XY,,18,unfused,Blackmon,Nash et al. 2008
384,Carnivora,Procyonidae,Brassaricyon,sp.,Brassaricyon_sp.,38,38,,XY,,18,unfused,Animal Karyotype Book,Wurster-Hill and Gray 1975
385,Carnivora,Procyonidae,Nasua,nasua,Nasua_nasua,38,38,,XY,,18,unfused,Blackmon,
386,Carnivora,Procyonidae,Potos,flavus,Potos_flavus,38,38,,XY,,18,unfused,Blackmon,CRES San Diego (Unpublished)
387,Carnivora,Procyonidae,Procyon,lotor,Procyon_lotor,38,38,,XY,,18,unfused,Blackmon,Stanyon et al. 1993
407,Carnivora,Viverridae,Viverricula,indica,Viverricula_indica,38,38,,XY,,18,unfused,Blackmon,Wurster-Hill and Gray 1975
430,Chiroptera,Megadermatidae,Megaderma,spasma,Megaderma_spasma,38,38,,XY,,18,unfused,Animal Karyotype Book,Morielle-Versute et al. 1992
441,Chiroptera,Mormoopidae,Mormoops,blainvillii,Mormoops_blainvillii,38,38,,XY,,18,unfused,Animal Karyotype Book,Sites et al. 1981
442,Chiroptera,Mormoopidae,Pteronotus,gymnonotus,Pteronotus_gymnonotus,38,38,,XY,,18,unfused,Animal Karyotype Book,Sites et al. 1981
443,Chiroptera,Mormoopidae,Pteronotus,macleayii,Pteronotus_macleayii,38,38,,XY,,18,unfused,Animal Karyotype Book,Sites et al. 1981
444,Chiroptera,Mormoopidae,Pteronotus,parnelii,Pteronotus_parnelii,38,38,,XY,,18,unfused,Blackmon,Sites et al. 1981
445,Chiroptera,Mormoopidae,Pteronotus,personatus,Pteronotus_personatus,38,38,,XY,,18,unfused,Animal Karyotype Book,Sites et al. 1981
500,Chiroptera,Phyllostomidae,Micronycteris,schmidtorum,Micronycteris_schmidtorum,38,38,,XY,,18,unfused,Animal Karyotype Book,Baker et al. 1979
517,Chiroptera,Phyllostomidae,Rhinophyla,fischerae,Rhinophyla_fischerae,38,38,,XY,,18,unfused,Animal Karyotype Book 2020,Gomes et al. 2010
526,Chiroptera,Phyllostomidae,Uroderma,magnirostrum,Uroderma_magnirostrum,38,38,,XY,,18,unfused,Animal Karyotype Book,Baker et al. 1979
544,Chiroptera,Pteropodidae,Pteropus,giganteus,Pteropus_giganteus,38,38,,XY,,18,unfused,Blackmon,Choudhury and Jena 1995
546,Chiroptera,Pteropodidae,Pteropus,rodricensis,Pteropus_rodricensis,38,38,,XY,,18,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
603,Chiroptera,Vespertilionidae,Pipistrellus,mimus,Pipistrellus_mimus,38,38,,XY,,18,unfused,Blackmon,Volleth et al. 2001
620,Chiroptera,Vespertilionidae,Vespertilio,murinus,Vespertilio_murinus,38,38,,XY,,18,unfused,Animal Karyotype Book 2020,Kulemzina et al. 2011b
626,Cingulata,Chlamyphoridae,Tolypeutes,matacus,Tolypeutes_matacus,38,38,,XY,,18,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
643,Dermoptera,Cynocephalidae,Cynocephalus,volans,Cynocephalus_volans,38,38,,XY,,18,unfused,Animal Karyotype Book,Rickart 2003
739,Eulipotyphla,Soricidae,Crocidura,obscurior,Crocidura_obscurior,38,38,,XY,,18,unfused,Animal Karyotype Book 2020,Aniskin (Unpublished)
766,Lagomorpha,Leporidae,Sylvilagus,aquaticus,Sylvilagus_aquaticus,38,38,,XY,,18,unfused,Animal Karyotype Book,Robinson et al. 1983
770,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus_palustris,38,38,,XY,,18,unfused,Animal Karyotype Book,Robinson et al. 1983
781,Macroscelidea,Tenrecidae,Hemicentetes,nigriceps,Hemicentetes_nigriceps,38,38,,XY,,18,unfused,Animal Karyotype Book,Benirschke 1969
816,Pholidota,Manidae,Manis,javanica,Manis_javanica,38,38,,XY,,18,unfused,Animal Karyotype Book,Nie and Yang (Unpublished)
920,Primates,Galagidae,Galago,moholi,Galago_moholi,38,38,,XY,,18,unfused,Animal Karyotype Book,Stanyon et al. 2002
936,Primates,Hylobatidae,Hoolock,hoolock,Hoolock_hoolock,38,38,,XY,,18,unfused,Animal Karyotype Book 2020,Nie et al. 2001
937,Primates,Hylobatidae,Hoolock,leuconedys,Hoolock_leuconedys,38,38,,XY,,18,unfused,Animal Karyotype Book 2020,Capozzi et al. 2012
1086,Rodentia,Cricetidae,Mesocricetus,newtoni,Mesocricetus_newtoni,38,38,,XY,,18,unfused,Animal Karyotype Book,Radjabli et al. (Unpublished)
1116,Rodentia,Cricetidae,Microtus,mujanensis,Microtus_mujanensis,38,38,,XY,,18,unfused,Animal Karyotype Book,Lemskaya et al. 2010
1302,Rodentia,Muridae,Acomys,cahirinus-2,Acomys_cahirinus-2,38,38,,XY,,18,unfused,Blackmon,
1303,Rodentia,Muridae,Acomys,dimidiatus,Acomys_dimidiatus,38,38,,XY,,18,unfused,Animal Karyotype Book 2020,Romanenko (Unpublished)
1325,Rodentia,Muridae,Gerbillus,cheesmani,Gerbillus_cheesmani,38,38,,XY,,18,unfused,Blackmon,
1329,Rodentia,Muridae,Gerbillus,pyramidum,Gerbillus_pyramidum,38,38,,XY,,18,unfused,Animal Karyotype Book 2020,Aniskin et al. 2006
1345,Rodentia,Muridae,Mastomys,erythroleucus,Mastomys_erythroleucus,38,38,,XY,,18,unfused,Animal Karyotype Book,Volobouev et al. 2002a
1347,Rodentia,Muridae,Mastomys,kollmanspergeri,Mastomys_kollmanspergeri,38,38,,XY,,18,unfused,Animal Karyotype Book,Volobouev et al. 2002a
1357,Rodentia,Muridae,Meriones,rex,Meriones_rex,38,38,,XY,,18,unfused,Animal Karyotype Book 2020,Darvish and Volobouev (Unpublished)
1363,Rodentia,Muridae,Mus,cervicolor,Mus_cervicolor,38,38,,XY,,18,unfused,Blackmon,
1380,Rodentia,Muridae,Rattus,rattus,Rattus_rattus,38,38,,XY,,18,unfused,Blackmon,Cavagna et al. 2002
1426,Rodentia,Pedetidae,Pedetes,capensis,Pedetes_capensis,38,38,,XY,,18,unfused,Animal Karyotype Book,Graphodatsky et al. 2008b
1431,Rodentia,Sciuridae,Eutamias,amoenus,Eutamias_amoenus,38,38,,XY,,18,unfused,Blackmon,
1429,Rodentia,Sciuridae,Eutamias,minimus,Eutamias_minimus,38,38,,XY,,18,unfused,Blackmon,
1432,Rodentia,Sciuridae,Eutamias,ruficaudus,Eutamias_ruficaudus,38,38,,XY,,18,unfused,Blackmon,
1430,Rodentia,Sciuridae,Eutamias,sibiricus,Eutamias_sibiricus,38,38,,XY,,18,unfused,Blackmon,Graphodatsky and Sablina (Unpublished)
1437,Rodentia,Sciuridae,Hylopetes,alboniger alboniger,Hylopetes_alboniger alboniger,38,38,,XY,,18,unfused,Blackmon,
1452,Rodentia,Sciuridae,Marmota,baibacina,Marmota_baibacina,38,38,,XY,,18,unfused,Animal Karyotype Book 2020,Beklemisheva et al. 2011
1451,Rodentia,Sciuridae,Marmota,himalayana,Marmota_himalayana,38,38,,XY,,18,unfused,Animal Karyotype Book 2020,Li et al. 2006a
1438,Rodentia,Sciuridae,Marmota,marmota,Marmota_marmota,38,38,,XY,,18,unfused,Blackmon,
1439,Rodentia,Sciuridae,Marmota,monax,Marmota_monax,38,38,,XY,,18,unfused,Blackmon,Beklemisheva and Perelman (Unpublished)
1441,Rodentia,Sciuridae,Petaurista,albiventer,Petaurista_albiventer,38,38,,XY,,18,unfused,Animal Karyotype Book,Li et al. 2006a
1444,Rodentia,Sciuridae,Spermophilus,alaschanicus,Spermophilus_alaschanicus,38,38,,XY,,18,unfused,Animal Karyotype Book,Graphodatsky and Sablina (Unpublished)
1449,Rodentia,Sciuridae,Sundasciurus,phillippinensis,Sundasciurus_phillippinensis,38,38,,XY,,18,unfused,Animal Karyotype Book,Rickart 2003
1458,Rodentia,Sciuridae,Xerus,erythropus,Xerus_erythropus,38,38,,XY,,18,unfused,Animal Karyotype Book 2020,Li et al. 2006a
1039,Rodentia,Cricetidae,Calomyscus,sp. 3,Calomyscus_sp. 3,37,37,,XY,,18,unfused,Atlas of Mammalian Chromosomes,Graphodatsky et al. (Unpublished)
11,Afrosoricida,Chrysochloridae,Amblysomus,robustus,Amblysomus_robustus,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Gilbert et al 2008
77,Artiodactyla,Bovidae,Damaliscus,lunatus topi,Damaliscus_lunatus topi,36,36,,XY,,17,unfused,Animal Karyotype Book,Kumamoto et al. 1996
